num,svn_id,role_on_project,project_name
253,roxspring,Committer,Apache Commons CLI
1251,roxspring,Committer,Apache Commons CLI
313,rdonkin,Committer,Apache Commons Logging
325,rdonkin,Committer,Apache Commons Pool
2346,rkanter,NA,Hadoop
2576,rkanter,NA,Oozie
126,robertlazarski,Committer,Apache Axis
1113,robertlazarski,Committer,Apache Axis2
2001,rlevas,NA,Ambari
46,ro0046,Contributor,ActiveMQ
751,ro0751,Contributor,Apache ServiceMix
1204,ro1204,Contributor,Apache Camel
1738,ro1738,Contributor,Apache ServiceMix
1944,ro1944,NA,ActiveMQ
2170,ro2170,NA,Camel
2702,ro2702,NA,ServiceMix
234,ro0234,Contributor,Apache Camel
1754,rombert,Java Developer,Apache Sling
443,bobby,PMC,Apache Hadoop
480,bobby,Committer,Apache Hadoop
1423,bobby,PMC,Apache Hadoop
1467,bobby,Committer,Apache Hadoop
45,ro0045,Contributor,ActiveMQ
1205,ro1205,Contributor,Apache Camel
1943,ro1943,NA,ActiveMQ
2171,ro2171,NA,Camel
235,ro0235,Contributor,Apache Camel
293,rwaldhoff,Committer,Apache Commons HTTP Client
310,rwaldhoff,Committer,Apache Commons Logging
1293,rwaldhoff,Committer,Apache Commons HTTP Client
665,rohini,Committer,Apache Pig
79,ro0079,PMC,Apache Aries
1058,ro1058,PMC,Apache Aries
2083,ro2083,NA,Aries
1183,rvs,committer,Apache Bigtop
1157,romanstumm,PMC,Apache BVal
180,romanstumm,PMC,Apache Bean Validation
191,romanstumm,Committer,Apache Bean Validation
2110,Roman Stumm,NA,BVal
688,ro0688,Emeritus Committer,Apache River
2232,roshannaik,NA,Flume
2532,ro2532,NA,Mesos
1957,rgardler,NA,Airavata
2633,rgardler,NA,REEF
550,fielding,Committer,Apache Jackrabbit
2471,fielding,NA,Jackrabbit
1565,fielding,Committer,Apache Jackrabbit
96,ruchith,Committer,Apache Axiom
1082,ruchith,Committer,Apache Axiom
120,ruchithf,Committer,Apache Axis
1107,ruchithf,Committer,Apache Axis2
1357,ru1357,Committer,Apache Geronimo
2267,ru2267,NA,Geronimo
2212,rostafiychuk,NA,Falcon
778,ruwan,Committer,Apache Synapse
1773,ruwan,Committer,Apache Synapse
2736,ruwan,NA,Synapse
1014,ry1014,Contributor,Apache Accumulo
1898,ry1898,NA,Accumulo
2401,rawson,NA,HBase
563,sebastien,Committer,Apache Jackrabbit
2485,sebastien,NA,Jackrabbit
1578,sebastien,Committer,Apache Jackrabbit
80,sa0080,PMC,Apache Aries
1059,sa1059,PMC,Apache Aries
2084,sa2084,NA,Aries
360,sa0360,PMC,Apache Geronimo
404,sa0404,Committer,Apache Geronimo
2268,sa2268,NA,Geronimo
1358,sa1358,Committer,Apache Geronimo
1958,sachith,NA,Airavata
150,sagara,Committer,Apache Axis
1137,sagara,Committer,Apache Axis2
2208,samarthg,NA,Falcon
89,saminda,Committer,Apache Axiom
113,saminda,Committer,Apache Axis
770,saminda,Committer,Apache Synapse
1075,saminda,Committer,Apache Axiom
1100,saminda,Committer,Apache Axis2
1765,saminda,Committer,Apache Synapse
2728,saminda,NA,Synapse
1993,magyari_sandor,NA,Ambari
326,sandymac,Committer,Apache Commons Pool
2350,sandy,NA,Hadoop
1507,sandy,Committer,Apache Hadoop
2351,sjlee,NA,Hadoop
461,sradia,PMC,Apache Hadoop
513,sradia,Committer,Apache Hadoop
2352,sradia,NA,Hadoop
1446,sradia,PMC,Apache Hadoop
1508,sradia,Committer,Apache Hadoop
148,sanjiva,Committer,Apache Axis
692,sanjiva,Committer,Apache Sandesha
777,sanjiva,Committer,Apache Synapse
1096,sanjiva,Committer,Apache Axiom
1135,sanjiva,Committer,Apache Axis2
1677,sanjiva,Committer,Apache Sandesha
1772,sanjiva,Committer,Apache Synapse
1959,sanjiva,NA,Airavata
2735,sanjiva,NA,Synapse
138,sanka,Committer,Apache Axis
693,sanka,Committer,Apache Sandesha
1125,sanka,Committer,Apache Axis2
1678,sanka,Committer,Apache Sandesha
666,sms,PMC member,Apache Pig
677,sms,Committer,Apache Pig
2618,sms,NA,Pig
1668,sms,PMC member,Apache PIG
86,sbanacho,Committer,Apache Avro
1066,sbanacho,c++,Apache Avro
1072,sbanacho,Committer,Apache Avro
2093,sbanacho,NA,Avro
510,schen,Committer,Apache Hadoop
2347,schen,NA,Hadoop
1504,schen,Committer,Apache Hadoop
2003,screeley,NA,Ambari
818,seade,Committer,Apache Turbine
823,seade,PMC Member,Apache Turbine
831,seade,Committer,Apache Torque
1809,seade,Java Developer,Apache Torque
2771,seade,NA,Turbine
1817,seade,PMC Member,Apache Turbine
1822,seade,Java Developer,Apache Turbine
1826,seade,Committer,Apache Turbine
1233,sully6768,Committer,Apache Camel
2152,sully6768,NA,Camel
217,sully6768,Committer,Apache Camel
2542,sobryan,NA,MyFaces
312,sanders,Committer,Apache Commons Logging
2202,Scott Eade,NA,Db
1881,busbey,NA,Accumulo
2089,busbey,NA,Avro
2379,busbey,NA,HBase
1015,se1015,Contributor,Apache Accumulo
291,sullis,Committer,Apache Commons HTTP Client
1291,sullis,Committer,Apache Commons HTTP Client
2653,se2653,NA,Sentry
2708,se2708,NA,Spark
1607,srowen,PMC Emeritus,Apache Mahout
2527,sschaffert,NA,Marmotta
2007,stoader,NA,Ambari
2037,se2037,NA,Ambari
94,senaka,Committer,Apache Axiom
127,senaka,Committer,Apache Axis
1080,senaka,Committer,Apache Axiom
1114,senaka,Committer,Apache Axis2
81,se0081,PMC,Apache Aries
1060,se1060,PMC,Apache Aries
2085,se2085,NA,Aries
2402,sershe,NA,HBase
2419,sershe,NA,Hive
1412,sershe,Committer,Apache HBase
2446,spena,NA,Hive
2621,motus,NA,REEF
420,sertan,Committer,Apache Gora
1378,sertan,Committer,Apache Gora
1392,sertan,PMC,Apache Gora
2295,sertan,NA,Gora
2205,shaikidris,NA,Falcon
1960,shameera,NA,Airavata
2707,sh2707,NA,Spark
459,sharad,PMC,Apache Hadoop
511,sharad,Committer,Apache Hadoop
2206,sharad,NA,Falcon
2348,sharad,NA,Hadoop
1067,sharadag,python,Apache Avro
1073,sharadag,Committer,Apache Avro
2094,sharadag,NA,Avro
1444,sharad,PMC,Apache Hadoop
1505,sharad,Committer,Apache Hadoop
2486,shashank,NA,Jackrabbit
273,shawn,Committer,Apache Commons EL
361,sh0361,PMC,Apache Geronimo
405,sh0405,Committer,Apache Geronimo
2269,sh2269,NA,Geronimo
1359,sh1359,Committer,Apache Geronimo
158,sh0158,Contributor,Apache Axis
1145,sh1145,Contributor,Apache Axis2
2623,shravan,NA,REEF
2654,sh2654,NA,Sentry
2175,shreyas,NA,Chukwa
462,sseth,PMC,Apache Hadoop
514,sseth,Committer,Apache Hadoop
2354,sseth,NA,Hadoop
1447,sseth,PMC,Apache Hadoop
1509,sseth,Committer,Apache Hadoop
965,swagle,PMC,Apache Ambari
2008,swagle,NA,Ambari
817,sgoeschl,Committer,Apache Turbine
820,sgoeschl,PMC Member,Apache Turbine
2774,sgoeschl,NA,Turbine
1820,sgoeschl,PMC Member,Apache Turbine
1823,sgoeschl,Java Developer,Apache Turbine
1827,sgoeschl,Committer,Apache Turbine
2098,sijie,NA,Bookkeeper
680,si0680,Committer,Apache River
2636,si2636,NA,River
1671,si1671,Committer,Apache River
316,skitching,Committer,Apache Commons Logging
1158,simonetripodi,PMC,Apache BVal
2566,simonetripodi,NA,Oltu
1791,simonetripodi,PMC member,Apache Syncope
2111,Simone Tripodi,NA,BVal
2439,sdong,NA,Hive
1544,sdong,Committer,Apache Hive
2215,sowmya_kr,NA,Falcon
2655,sr2655,NA,Sentry
2353,sreekanth,NA,Hadoop
2040,sr2040,NA,Ambari
2009,sriharsha,NA,Ambari
2403,ssrungarapu,NA,HBase
2204,sriksun,NA,Falcon
862,srimanth,Committer,Apache Ambari
966,srimanth,PMC,Apache Ambari
2010,srimanth,NA,Ambari
101,hemapani,Committer,Apache Axiom
133,hemapani,Committer,Apache Axis
1087,hemapani,Committer,Apache Axiom
1120,hemapani,Committer,Apache Axis2
1961,hemapani,NA,Airavata
377,sr0377,Committer,Apache Geronimo
650,sr0650,Committer,Apache OpenJPA
2596,sr2596,NA,OpenJPA
1649,sr1649,Committer,Apache OpenJPA
1234,slewis,Committer,Apache Camel
2153,slewis,NA,Camel
218,slewis,Committer,Apache Camel
613,ssilvert,Committer,Apache MyFaces
793,ssilvert,Committer,Apache Tobago
1618,ssilvert,committer,Apache MyFaces
2543,ssilvert,NA,MyFaces
1805,ssilvert,Portlets Guru,Apache Tobago
2488,stefanegli,NA,Jackrabbit
1755,stefanegli,Java Developer,Apache Sling
564,stefan,Committer,Apache Jackrabbit
2487,stefan,NA,Jackrabbit
1579,stefan,Committer,Apache Jackrabbit
602,snicoll,PMC Member,Apache Maven
1171,schu,committer,Apache Bigtop
2405,syuanjiang,NA,HBase
128,stevel,Committer,Apache Axis
892,stevel,Committer,Apache Hama
893,stevel,PMC,Apache Hama
1016,stevel,Contributor,Apache Accumulo
1115,stevel,Committer,Apache Axis2
1899,stevel,NA,Accumulo
2355,stevel,NA,Hadoop
2373,stevel,NA,hama
1178,stevel,committer,Apache Bigtop
1190,stevel,mentor,Apache Bigtop
1449,stevel,PMC,Apache Hadoop
1510,stevel,Committer,Apache Hadoop
1611,sslavic,Committer,Apache Mahout
2011,subin,NA,Ambari
2210,suhasv,NA,Falcon
2563,sujen,NA,Nutch
131,sumedha,Committer,Apache Axis
1118,sumedha,Committer,Apache Axis2
2026,su2026,NA,Ambari
2510,sumit,NA,Knox
964,smohanty,PMC,Apache Ambari
2004,smohanty,NA,Ambari
2517,smohanty,NA,Knox
1610,smarthi,PMC,Apache Mahout
2044,su2044,NA,Ambari
787,supun,Committer,Apache Synapse
1782,supun,Committer,Apache Synapse
2745,supun,NA,Synapse
1962,scnakandala,NA,Airavata
1963,smarru,NA,Airavata
2041,su2041,NA,Ambari
464,suresh,PMC,Apache Hadoop
515,suresh,Committer,Apache Hadoop
2356,suresh,NA,Hadoop
1450,suresh,PMC,Apache Hadoop
1511,suresh,Committer,Apache Hadoop
2203,Suresh Thalamati,NA,Db
876,khorgath,Committer,Apache HCatalog
877,khorgath,PPMC,Apache HCatalog
2429,khorgath,NA,Hive
1548,khorgath,Committer,Apache Hive
2012,swapan,NA,Ambari
2426,szehon,NA,Hive
1900,ta1900,NA,Accumulo
517,tanping,Committer,Apache Hadoop
1513,tanping,Committer,Apache Hadoop
2779,dunning,NA,Zookeeper
843,tdunning,PMC,Apache Zookeeper
1874,tdunning,PMC,Apache Zookeeper
1605,tdunning,PMC,Apache Mahout
2270,te2270,NA,Geronimo
1360,te1360,Committer,Apache Geronimo
1901,te1901,NA,Accumulo
2046,te2046,NA,Ambari
435,tedyu,Committer,Apache Hbase
1017,tedyu,Contributor,Apache Accumulo
1902,tedyu,NA,Accumulo
2406,tedyu,NA,HBase
1414,tedyu,Committer,Apache HBase
2559,tejasp,NA,Nutch
1878,thawan,Committer,Apache Zookeeper
2787,thawan,NA,Zookeeper
2036,th2036,NA,Ambari
667,thejas,PMC member,Apache Pig
678,thejas,Committer,Apache Pig
2420,thejas,NA,Hive
2619,thejas,NA,Pig
1533,thejas,PMC,Apache Hive
1669,thejas,PMC member,Apache PIG
97,thilina,Committer,Apache Axiom
122,thilina,Committer,Apache Axis
1083,thilina,Committer,Apache Axiom
1109,thilina,Committer,Apache Axis2
154,th0154,Contributor,Apache Axis
1141,th1141,Contributor,Apache Axis2
863,tbeerbower,Committer,Apache Ambari
967,tbeerbower,PMC,Apache Ambari
2013,tbeerbower,NA,Ambari
2518,tbeerbower,NA,Knox
1159,th1159,Committer,Apache Batik
2706,th2706,NA,Spark
466,tgraves,PMC,Apache Hadoop
518,tgraves,Committer,Apache Hadoop
1452,tgraves,PMC,Apache Hadoop
1514,tgraves,Committer,Apache Hadoop
695,mckierna,Committer,Apache Sandesha
1680,mckierna,Committer,Apache Sandesha
565,thomasm,Committer,Apache Jackrabbit
2489,thomasm,NA,Jackrabbit
1580,thomasm,Committer,Apache Jackrabbit
1288,tn,Committer,Apache Commons Email
724,tterm,Committer,Apache ServiceMix
740,tterm,PMC,Apache ServiceMix
2689,tterm,NA,ServiceMix
1710,tterm,Committer,Apache ServiceMix
1727,tterm,PMC,Apache ServiceMix
819,tv,PMC Chair,Apache Turbine
824,tv,Committer,Apache Torque
1816,tv,Java Developer,Apache Torque
2775,tv,NA,Turbine
1821,tv,PMC Chair,Apache Turbine
2538,th2538,NA,Mesos
802,tibor,Committer,Apache Whirr
833,tibor,PMC,Apache Whirr
1853,tibor,committer,Apache Whirr
1862,tibor,PMC,Apache Whirr
782,tijs,Committer,Apache Synapse
1777,tijs,Committer,Apache Synapse
2740,tijs,NA,Synapse
306,ti0306,Contributor,Apache Commons Jelly
1308,ti1308,Contributor,Apache Commons Jelly
362,ti0362,PMC,Apache Geronimo
406,ti0406,Committer,Apache Geronimo
651,ti0651,Committer,Apache OpenJPA
2271,ti2271,NA,Geronimo
2597,ti2597,NA,OpenJPA
1361,ti1361,Committer,Apache Geronimo
1650,ti1650,Committer,Apache OpenJPA
296,tobrien,Committer,Apache Commons JEXL
1297,tobrien,Committer,Apache Commons JEXL
32,tabish,Committer,ActiveMQ
937,tabish,Committer,Apache ActiveMQ
1929,tabish,NA,ActiveMQ
2537,ti2537,NA,Mesos
566,tripod,Committer,Apache Jackrabbit
2492,tripod,NA,Jackrabbit
1582,tripod,Committer,Apache Jackrabbit
1275,to1275,Contributor,Apache Commons DBCP
436,todd,Committer,Apache Hbase
467,todd,PMC,Apache Hadoop
519,todd,Committer,Apache Hadoop
2358,todd,NA,Hadoop
2407,todd,NA,HBase
1415,todd,Committer,Apache HBase
1453,todd,PMC,Apache Hadoop
1515,todd,Committer,Apache Hadoop
82,to0082,PMC,Apache Aries
1061,to1061,PMC,Apache Aries
2086,to2086,NA,Aries
679,to0679,Committer,Apache River
2635,to2635,NA,River
1670,to1670,Committer,Apache River
2087,to2087,NA,Aries
2656,to2656,NA,Sentry
468,tomwhite,PMC,Apache Hadoop
520,tomwhite,Committer,Apache Hadoop
801,tomwhite,Committer,Apache Whirr
834,tomwhite,PMC Chair,Apache Whirr
1068,tomwhite,java,Apache Avro
1074,tomwhite,Committer,Apache Avro
1854,tomwhite,committer,Apache Whirr
1863,tomwhite,PMC,Apache Whirr
2095,tomwhite,NA,Avro
2180,tomwhite,NA,Crunch
2359,tomwhite,NA,Hadoop
1185,tomwhite,committer,Apache Bigtop
1192,tomwhite,mentor,Apache Bigtop
1454,tomwhite,PMC,Apache Hadoop
1516,tomwhite,Committer,Apache Hadoop
2490,tomekr,NA,Jackrabbit
888,tommaso,PMC,Apache Hama
889,tommaso,Committer,Apache Hama
2374,tommaso,NA,hama
2491,tommaso,NA,Jackrabbit
2567,tommaso,NA,Oltu
1581,tommaso,Committer,Apache Jackrabbit
605,tchemit,Committer,Apache Maven
2530,tchemit,NA,Maven
1615,tchemit,Committer,Apache Maven
2625,tmajest,NA,REEF
1240,tcurdt,Committer,Apache Commons BCel
1235,tjsnell,Committer,Apache Camel
2154,tjsnell,NA,Camel
219,tjsnell,Committer,Apache Camel
885,travis,Committer,Apache HCatalog
1552,travis,Committer,Apache Hive
1173,traviscraw,committer,Apache Bigtop
1294,tsavo,Committer,Apache Commons JCS
2033,tr2033,NA,Ambari
247,trygvis,PMC Member,Apache Continuum
611,trygvis,Emeritus,Apache Maven
465,szetszwo,PMC,Apache Hadoop
516,szetszwo,Committer,Apache Hadoop
2357,szetszwo,NA,Hadoop
1451,szetszwo,PMC,Apache Hadoop
1512,szetszwo,Committer,Apache Hadoop
2657,tu2657,NA,Sentry
725,ulhasbhole,Committer,Apache ServiceMix
2690,ulhasbhole,NA,ServiceMix
1711,ulhasbhole,Committer,Apache ServiceMix
2099,umamahesh,NA,Bookkeeper
2361,umamahesh,NA,Hadoop
784,upul,Committer,Apache Synapse
1779,upul,Committer,Apache Synapse
2742,upul,NA,Synapse
2441,vgumashta,NA,Hive
363,va0363,PMC,Apache Geronimo
407,va0407,Committer,Apache Geronimo
2272,va2272,NA,Geronimo
1362,va1362,Committer,Apache Geronimo
2658,va2658,NA,Sentry
883,avandana,Committer,Apache HCatalog
884,avandana,PPMC,Apache HCatalog
1551,avandana,Committer,Apache Hive
861,reznor,Committer,Apache Ambari
2363,vvasudev,NA,Hadoop
2038,ve2038,NA,Ambari
2727,venkatnrangan,NA,Sqoop
103,venkat,Committer,Apache Axiom
135,venkat,Committer,Apache Axis
1089,venkat,Committer,Apache Axiom
1122,venkat,Committer,Apache Axis2
2519,venkatesh,NA,Knox
378,vi0378,Committer,Apache Geronimo
2273,vi2273,NA,Geronimo
1363,vi1363,Committer,Apache Geronimo
2463,catholicon,NA,Jackrabbit
864,vikram,Committer,Apache Ambari
969,vikram,PMC,Apache Ambari
2015,vikram,NA,Ambari
2427,vikram,NA,Hive
1886,vikrams,NA,Accumulo
2525,vi2525,NA,Knox
1163,vi1163,Committer,Apache Batik
606,vmassol,Committer,Apache Maven
603,vsiveton,PMC Member,Apache Maven
687,vi0687,Emeritus Committer,Apache River
470,vinodkv,PMC,Apache Hadoop
522,vinodkv,Committer,Apache Hadoop
867,vinodkv,Committer,Apache Ambari
970,vinodkv,PMC,Apache Ambari
2016,vinodkv,NA,Ambari
2181,vinodkv,NA,Crunch
2362,vinodkv,NA,Hadoop
1456,vinodkv,PMC,Apache Hadoop
1518,vinodkv,Committer,Apache Hadoop
83,vi0083,PMC,Apache Aries
1062,vi1062,PMC,Apache Aries
2088,vi2088,NA,Aries
968,vbrodetskyi,Committer,Apache Ambari
2014,vbrodetskyi,NA,Ambari
865,vgogate,Committer,Apache Ambari
866,vgogate,PMC,Apache Ambari
2042,vi2042,NA,Ambari
2520,vtkhir,NA,Knox
2365,wangda,NA,Hadoop
604,wfay,PMC Member,Apache Maven
302,Bob McWhirter,Committer,Apache Commons Jelly
161,wglass,PMC Chair,Apache Velocity
166,wglass,Committer,Apache Velocity
815,wglass,Committer,Apache Turbine
821,wglass,PMC Member,Apache Turbine
974,wglass,PMC Chair,Apache Velocity Anakia
979,wglass,Java developer,Apache Velocity Anakia
984,wglass,Committer,Apache Velocity Anakia
2773,wglass,NA,Turbine
2777,wglass,NA,Velocity
1819,wglass,PMC Member,Apache Turbine
1825,wglass,Java Developer,Apache Turbine
1829,wglass,Committer,Apache Turbine
1832,wglass,PMC Chair,Apache Velocity
1837,wglass,Java developer,Apache Velocity
33,ningjiang,Committer,ActiveMQ
938,ningjiang,Committer,Apache ActiveMQ
1236,ningjiang,Committer,Apache Camel
1930,ningjiang,NA,ActiveMQ
2691,njiang,NA,ServiceMix
753,wi0753,Contributor,Apache ServiceMix
220,ningjiang,Committer,Apache Camel
1712,njiang,Committer,Apache ServiceMix
1237,wtam,Committer,Apache Camel
2155,wtam,NA,Camel
221,wtam,Committer,Apache Camel
324,wi0324,Contributor,Apache Commons Net
1314,wi1314,Contributor,Apache Commons Net
2233,whoschek,NA,Flume
971,xiwang,PMC,Apache Ambari
2017,xiwang,NA,Ambari
2367,xyao,NA,Hadoop
364,xu0364,PMC,Apache Geronimo
408,xu0408,Committer,Apache Geronimo
1364,xu1364,Committer,Apache Geronimo
2274,xu2274,NA,Geronimo
2366,xgong,NA,Hadoop
2659,xu2659,NA,Sentry
1546,xuefuz,Committer,Apache Hive
2539,ya2539,NA,Mesos
2375,yxjiang,NA,hama
2369,yliu,NA,Hadoop
2769,yliu,NA,Tajo
2450,yhuai,NA,Hive
1545,yhuai,Committer,Apache Hive
2624,yingdachen,NA,REEF
269,yoavs,Committer,Apache Commons DBCP
319,yoavs,Committer,Apache Commons Modeler
2368,yjzhangal,NA,Hadoop
1527,heyongqiang,PMC,Apache Hive
2454,ychena,NA,Hive
2526,yu2526,NA,Knox
1964,yuma,NA,Airavata
379,yu0379,Committer,Apache Geronimo
2275,yu2275,NA,Geronimo
1365,yu1365,Committer,Apache Geronimo
868,yusaku,Committer,Apache Ambari
869,yusaku,PMC,Apache Ambari
972,yusaku,PMC,Apache Ambari
2018,yusaku,NA,Ambari
2521,zblanko,NA,Knox
2047,zh2047,NA,Ambari
2370,zhz,NA,Hadoop
471,zshao,PMC,Apache Hadoop
523,zshao,Committer,Apache Hadoop
525,zshao,Committer,Apache Hive
2372,zshao,NA,Hadoop
1457,zshao,PMC,Apache Hadoop
1521,zshao,Committer,Apache Hadoop
2371,zjshen,NA,Hadoop
1520,zjshen,Committer,Apache Hadoop
